time,value
2022-10-01T00:09:49.59Z,17.899999618530273
2022-10-01T00:09:55.43Z,18
2022-10-01T00:10:01.267Z,18
2022-10-01T00:10:07.102Z,17.899999618530273
2022-10-01T00:10:12.938Z,17.899999618530273
2022-10-01T00:10:18.774Z,17.899999618530273
2022-10-01T00:10:24.614Z,17.899999618530273
2022-10-01T00:10:30.45Z,17.799999237060547
2022-10-01T00:10:36.294Z,17.799999237060547
2022-10-01T00:10:42.126Z,18.200000762939453
2022-10-01T00:10:47.958Z,18.200000762939453
2022-10-01T00:10:53.877Z,18.899999618530273
2022-10-01T00:10:59.634Z,18.799999237060547
2022-10-01T00:11:05.47Z,18.600000381469727
2022-10-01T00:11:11.306Z,18.299999237060547
2022-10-01T00:11:17.142Z,18.100000381469727
2022-10-01T00:11:22.982Z,18
2022-10-01T00:11:28.818Z,18
2022-10-01T00:11:34.655Z,18
2022-10-01T00:11:40.49Z,18
2022-10-01T00:11:46.326Z,17.899999618530273
2022-10-01T00:11:52.166Z,17.899999618530273
2022-10-01T00:11:58.002Z,17.899999618530273
2022-10-01T00:12:03.838Z,17.899999618530273
2022-10-01T00:12:09.674Z,17.799999237060547
2022-10-01T00:12:15.614Z,17.799999237060547
2022-10-01T00:12:21.454Z,17.799999237060547
2022-10-01T00:12:27.289Z,17.799999237060547
2022-10-01T00:12:33.126Z,17.700000762939453
2022-10-01T00:12:38.962Z,17.700000762939453
2022-10-01T00:12:44.802Z,17.600000381469727
2022-10-01T00:12:50.634Z,17.600000381469727
2022-10-01T00:12:56.471Z,17.600000381469727
2022-10-01T00:13:02.31Z,17.600000381469727
2022-10-01T00:13:08.146Z,17.600000381469727
2022-10-01T00:13:13.982Z,17.600000381469727
2022-10-01T00:13:19.823Z,17.600000381469727
2022-10-01T00:13:25.658Z,17.5
2022-10-01T00:13:31.495Z,17.5
2022-10-01T00:13:37.33Z,17.5
2022-10-01T00:13:43.269Z,17.5
2022-10-01T00:13:49.107Z,17.5
2022-10-01T00:13:54.999Z,17.5
2022-10-01T00:14:00.778Z,17.399999618530273
2022-10-01T00:14:06.618Z,17.399999618530273
2022-10-01T00:14:12.454Z,17.399999618530273
2022-10-01T00:14:18.294Z,17.399999618530273
2022-10-01T00:14:24.126Z,17.399999618530273
2022-10-01T00:14:29.962Z,17.399999618530273
2022-10-01T00:14:35.802Z,17.299999237060547
2022-10-01T00:14:41.638Z,17.399999618530273
2022-10-01T00:14:47.474Z,17.399999618530273
2022-10-01T00:14:53.311Z,17.399999618530273
2022-10-01T00:14:59.15Z,17.299999237060547
2022-10-01T00:15:04.986Z,17.399999618530273
2022-10-01T00:15:10.822Z,17.399999618530273
2022-10-01T00:15:16.658Z,17.299999237060547
2022-10-01T00:15:22.494Z,17.299999237060547
2022-10-01T00:15:28.335Z,17.299999237060547
2022-10-01T00:15:34.17Z,17.299999237060547
2022-10-01T00:15:40.006Z,17.299999237060547
2022-10-01T00:15:45.842Z,17.299999237060547
2022-10-01T00:15:51.681Z,17.299999237060547
2022-10-01T00:15:57.522Z,17.299999237060547
2022-10-01T00:16:03.354Z,17.299999237060547
2022-10-01T00:16:09.198Z,17.299999237060547
2022-10-01T00:16:15.03Z,17.299999237060547
2022-10-01T00:16:20.866Z,17.299999237060547
2022-10-01T00:16:26.702Z,17.299999237060547
2022-10-01T00:16:32.542Z,17.200000762939453
2022-10-01T00:16:38.373Z,17.200000762939453
2022-10-01T00:16:44.21Z,17.200000762939453
2022-10-01T00:16:50.15Z,17.200000762939453
2022-10-01T00:16:56.055Z,17.200000762939453
2022-10-01T00:17:01.826Z,17.200000762939453
2022-10-01T00:17:07.665Z,17.200000762939453
2022-10-01T00:17:13.498Z,17.200000762939453
2022-10-01T00:17:19.334Z,17.200000762939453
2022-10-01T00:17:25.174Z,17.200000762939453
2022-10-01T00:17:31.01Z,17.200000762939453
2022-10-01T00:17:42.682Z,17.200000762939453
2022-10-01T00:17:48.518Z,17.200000762939453
